seqno,configno,hits,distance,averagepercid,averageeval,medianpercid,medianeval,w_dist,w_eval,fitnessScore
7,61,1,6,100,0,100,0,1.166666666,10,71.16666667
7,62,1,6,100,0,100,0,1.166666666,10,71.16666667
7,63,1,6,100,0,100,0,1.166666666,10,71.16666667
7,64,1,5,100,0,100,0,1.4,10,71.4
7,65,1,6,100,0,100,0,1.166666666,10,71.16666667
7,66,1,6,100,0,100,0,1.166666666,10,71.16666667
7,67,1,6,100,0,100,0,1.166666666,10,71.16666667
7,68,1,6,100,0,100,0,1.166666666,10,71.16666667
7,69,1,5,100,0,100,0,1.4,10,71.4
7,70,1,6,100,0,100,0,1.166666666,10,71.16666667
7,71,1,5,100,0,100,0,1.4,10,71.4
7,72,1,5,100,0,100,0,1.4,10,71.4
7,73,1,5,100,0,100,0,1.4,10,71.4
7,74,1,4,100,0,100,0,1.75,10,71.75
7,75,1,5,100,0,100,0,1.4,10,71.4
7,76,1,5,100,0,100,0,1.4,10,71.4
7,77,1,5,100,0,100,0,1.4,10,71.4
7,78,1,5,100,0,100,0,1.4,10,71.4
7,79,1,4,100,0,100,0,1.75,10,71.75
7,80,1,5,100,0,100,0,1.4,10,71.4
7,81,1,5,100,0,100,0,1.4,10,71.4
7,82,1,5,100,0,100,0,1.4,10,71.4
7,83,1,5,100,0,100,0,1.4,10,71.4
7,84,1,4,100,0,100,0,1.75,10,71.75
7,85,1,5,100,0,100,0,1.4,10,71.4
7,86,1,5,100,0,100,0,1.4,10,71.4
7,87,1,5,100,0,100,0,1.4,10,71.4
7,88,1,5,100,0,100,0,1.4,10,71.4
7,89,1,4,100,0,100,0,1.75,10,71.75
7,90,1,5,100,0,100,0,1.4,10,71.4
7,91,1,5,100,0,100,0,1.4,10,71.4
7,92,1,5,100,0,100,0,1.4,10,71.4
7,93,1,5,100,0,100,0,1.4,10,71.4
7,94,1,4,100,0,100,0,1.75,10,71.75
7,95,1,5,100,0,100,0,1.4,10,71.4
7,96,1,4,100,0,100,0,1.75,10,71.75
7,97,1,4,100,0,100,0,1.75,10,71.75
7,98,1,4,100,0,100,0,1.75,10,71.75
7,99,1,3,100,0,100,0,2.333333333,10,72.33333333
7,100,1,4,100,0,100,0,1.75,10,71.75
8,1,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,2,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,3,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,4,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,5,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,6,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,7,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,8,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,9,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,10,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,11,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,12,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,13,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,14,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,15,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,16,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,17,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,18,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,19,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,20,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,21,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,22,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,23,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,24,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,25,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,26,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,27,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,28,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,29,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,30,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,31,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,32,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,33,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,34,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,35,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,36,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,37,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,38,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,39,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,40,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,41,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,42,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,43,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,44,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,45,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,46,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,47,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,48,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,49,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,50,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,51,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,52,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,53,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,54,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,55,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,56,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,57,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,58,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,59,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,60,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,61,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,62,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,63,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,64,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,65,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,66,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,67,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,68,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,69,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,70,1,6,99.857,0,99.857,0,1.166666666,10,71.09516667
8,71,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,72,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,73,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,74,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,75,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,76,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,77,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,78,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,79,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,80,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,81,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,82,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,83,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,84,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,85,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,86,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,87,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,88,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,89,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,90,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,91,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,92,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,93,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,94,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,95,1,5,99.857,0,99.857,0,1.4,10,71.3285
8,96,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,97,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,98,1,4,99.857,0,99.857,0,1.75,10,71.6785
8,99,1,3,99.857,0,99.857,0,2.333333333,10,72.26183333
8,100,1,4,99.857,0,99.857,0,1.75,10,71.6785
9,1,2,6,100,0,100,0,1.166666666,10,81.16666667
9,2,2,6,100,0,100,0,1.166666666,10,81.16666667
9,3,2,6,100,0,100,0,1.166666666,10,81.16666667
9,4,2,5,100,0,100,0,1.4,10,81.4
9,5,2,6,100,0,100,0,1.166666666,10,81.16666667
9,6,2,6,100,0,100,0,1.166666666,10,81.16666667
9,7,2,6,100,0,100,0,1.166666666,10,81.16666667
9,8,2,6,100,0,100,0,1.166666666,10,81.16666667
9,9,2,5,100,0,100,0,1.4,10,81.4
9,10,2,6,100,0,100,0,1.166666666,10,81.16666667
9,11,2,6,100,0,100,0,1.166666666,10,81.16666667
9,12,2,6,100,0,100,0,1.166666666,10,81.16666667
9,13,2,6,100,0,100,0,1.166666666,10,81.16666667
9,14,2,5,100,0,100,0,1.4,10,81.4
9,15,2,6,100,0,100,0,1.166666666,10,81.16666667
9,16,2,6,100,0,100,0,1.166666666,10,81.16666667
9,17,2,6,100,0,100,0,1.166666666,10,81.16666667
9,18,2,6,100,0,100,0,1.166666666,10,81.16666667
9,19,2,5,100,0,100,0,1.4,10,81.4
9,20,2,6,100,0,100,0,1.166666666,10,81.16666667
9,21,2,5,100,0,100,0,1.4,10,81.4
9,22,2,5,100,0,100,0,1.4,10,81.4
9,23,2,5,100,0,100,0,1.4,10,81.4
9,24,2,4,100,0,100,0,1.75,10,81.75
9,25,2,5,100,0,100,0,1.4,10,81.4
9,26,2,6,100,0,100,0,1.166666666,10,81.16666667
9,27,2,6,100,0,100,0,1.166666666,10,81.16666667
9,28,2,6,100,0,100,0,1.166666666,10,81.16666667
9,29,2,5,100,0,100,0,1.4,10,81.4
9,30,2,6,100,0,100,0,1.166666666,10,81.16666667
9,31,2,6,100,0,100,0,1.166666666,10,81.16666667
9,32,2,6,100,0,100,0,1.166666666,10,81.16666667
9,33,2,6,100,0,100,0,1.166666666,10,81.16666667
9,34,2,5,100,0,100,0,1.4,10,81.4
9,35,2,6,100,0,100,0,1.166666666,10,81.16666667
9,36,2,6,100,0,100,0,1.166666666,10,81.16666667
9,37,2,6,100,0,100,0,1.166666666,10,81.16666667
9,38,2,6,100,0,100,0,1.166666666,10,81.16666667
9,39,2,5,100,0,100,0,1.4,10,81.4
9,40,2,6,100,0,100,0,1.166666666,10,81.16666667
9,41,2,6,100,0,100,0,1.166666666,10,81.16666667
9,42,2,6,100,0,100,0,1.166666666,10,81.16666667
9,43,2,6,100,0,100,0,1.166666666,10,81.16666667
9,44,2,5,100,0,100,0,1.4,10,81.4
9,45,2,6,100,0,100,0,1.166666666,10,81.16666667
9,46,2,5,100,0,100,0,1.4,10,81.4
9,47,2,5,100,0,100,0,1.4,10,81.4
9,48,2,5,100,0,100,0,1.4,10,81.4
9,49,2,4,100,0,100,0,1.75,10,81.75
9,50,2,5,100,0,100,0,1.4,10,81.4
9,51,2,6,100,0,100,0,1.166666666,10,81.16666667
9,52,2,6,100,0,100,0,1.166666666,10,81.16666667
9,53,2,6,100,0,100,0,1.166666666,10,81.16666667
9,54,2,5,100,0,100,0,1.4,10,81.4
9,55,2,6,100,0,100,0,1.166666666,10,81.16666667
9,56,2,6,100,0,100,0,1.166666666,10,81.16666667
9,57,2,6,100,0,100,0,1.166666666,10,81.16666667
9,58,2,6,100,0,100,0,1.166666666,10,81.16666667
9,59,2,5,100,0,100,0,1.4,10,81.4
9,60,2,6,100,0,100,0,1.166666666,10,81.16666667
9,61,2,6,100,0,100,0,1.166666666,10,81.16666667
9,62,2,6,100,0,100,0,1.166666666,10,81.16666667
9,63,2,6,100,0,100,0,1.166666666,10,81.16666667
9,64,2,5,100,0,100,0,1.4,10,81.4
9,65,2,6,100,0,100,0,1.166666666,10,81.16666667
9,66,2,6,100,0,100,0,1.166666666,10,81.16666667
9,67,2,6,100,0,100,0,1.166666666,10,81.16666667
9,68,2,6,100,0,100,0,1.166666666,10,81.16666667
9,69,2,5,100,0,100,0,1.4,10,81.4
9,70,2,6,100,0,100,0,1.166666666,10,81.16666667
9,71,2,5,100,0,100,0,1.4,10,81.4
9,72,2,5,100,0,100,0,1.4,10,81.4
9,73,2,5,100,0,100,0,1.4,10,81.4
9,74,2,4,100,0,100,0,1.75,10,81.75
9,75,2,5,100,0,100,0,1.4,10,81.4
9,76,2,5,100,0,100,0,1.4,10,81.4
9,77,2,5,100,0,100,0,1.4,10,81.4
9,78,2,5,100,0,100,0,1.4,10,81.4
9,79,2,4,100,0,100,0,1.75,10,81.75
9,80,2,5,100,0,100,0,1.4,10,81.4
9,81,2,5,100,0,100,0,1.4,10,81.4
9,82,2,5,100,0,100,0,1.4,10,81.4
9,83,2,5,100,0,100,0,1.4,10,81.4
9,84,2,4,100,0,100,0,1.75,10,81.75
9,85,2,5,100,0,100,0,1.4,10,81.4
9,86,2,5,100,0,100,0,1.4,10,81.4
9,87,2,5,100,0,100,0,1.4,10,81.4
9,88,2,5,100,0,100,0,1.4,10,81.4
9,89,2,4,100,0,100,0,1.75,10,81.75
9,90,2,5,100,0,100,0,1.4,10,81.4
9,91,2,5,100,0,100,0,1.4,10,81.4
9,92,2,5,100,0,100,0,1.4,10,81.4
9,93,2,5,100,0,100,0,1.4,10,81.4
9,94,2,4,100,0,100,0,1.75,10,81.75
9,95,2,5,100,0,100,0,1.4,10,81.4
9,96,2,4,100,0,100,0,1.75,10,81.75
9,97,2,4,100,0,100,0,1.75,10,81.75
9,98,2,4,100,0,100,0,1.75,10,81.75
9,99,2,3,100,0,100,0,2.333333333,10,82.33333333
9,100,2,4,100,0,100,0,1.75,10,81.75
10,1,2,6,100,0,100,0,1.166666666,10,81.16666667
10,2,2,6,100,0,100,0,1.166666666,10,81.16666667
10,3,2,6,100,0,100,0,1.166666666,10,81.16666667
10,4,2,5,100,0,100,0,1.4,10,81.4
10,5,2,6,100,0,100,0,1.166666666,10,81.16666667
10,6,2,6,100,0,100,0,1.166666666,10,81.16666667
10,7,2,6,100,0,100,0,1.166666666,10,81.16666667
10,8,2,6,100,0,100,0,1.166666666,10,81.16666667
10,9,2,5,100,0,100,0,1.4,10,81.4
10,10,2,6,100,0,100,0,1.166666666,10,81.16666667
10,11,2,6,100,0,100,0,1.166666666,10,81.16666667
10,12,2,6,100,0,100,0,1.166666666,10,81.16666667
10,13,2,6,100,0,100,0,1.166666666,10,81.16666667
10,14,2,5,100,0,100,0,1.4,10,81.4
10,15,2,6,100,0,100,0,1.166666666,10,81.16666667
10,16,2,6,100,0,100,0,1.166666666,10,81.16666667
10,17,2,6,100,0,100,0,1.166666666,10,81.16666667
10,18,2,6,100,0,100,0,1.166666666,10,81.16666667
10,19,2,5,100,0,100,0,1.4,10,81.4
10,20,2,6,100,0,100,0,1.166666666,10,81.16666667
10,21,2,5,100,0,100,0,1.4,10,81.4
10,22,2,5,100,0,100,0,1.4,10,81.4
10,23,2,5,100,0,100,0,1.4,10,81.4
10,24,2,4,100,0,100,0,1.75,10,81.75
10,25,2,5,100,0,100,0,1.4,10,81.4
10,26,2,6,100,0,100,0,1.166666666,10,81.16666667
10,27,2,6,100,0,100,0,1.166666666,10,81.16666667
10,28,2,6,100,0,100,0,1.166666666,10,81.16666667
10,29,2,5,100,0,100,0,1.4,10,81.4
10,30,2,6,100,0,100,0,1.166666666,10,81.16666667
10,31,2,6,100,0,100,0,1.166666666,10,81.16666667
10,32,2,6,100,0,100,0,1.166666666,10,81.16666667
10,33,2,6,100,0,100,0,1.166666666,10,81.16666667
10,34,2,5,100,0,100,0,1.4,10,81.4
10,35,2,6,100,0,100,0,1.166666666,10,81.16666667
10,36,2,6,100,0,100,0,1.166666666,10,81.16666667
10,37,2,6,100,0,100,0,1.166666666,10,81.16666667
10,38,2,6,100,0,100,0,1.166666666,10,81.16666667
10,39,2,5,100,0,100,0,1.4,10,81.4
10,40,2,6,100,0,100,0,1.166666666,10,81.16666667
10,41,2,6,100,0,100,0,1.166666666,10,81.16666667
10,42,2,6,100,0,100,0,1.166666666,10,81.16666667
10,43,2,6,100,0,100,0,1.166666666,10,81.16666667
10,44,2,5,100,0,100,0,1.4,10,81.4
10,45,2,6,100,0,100,0,1.166666666,10,81.16666667
10,46,2,5,100,0,100,0,1.4,10,81.4
10,47,2,5,100,0,100,0,1.4,10,81.4
10,48,2,5,100,0,100,0,1.4,10,81.4
10,49,2,4,100,0,100,0,1.75,10,81.75
10,50,2,5,100,0,100,0,1.4,10,81.4
10,51,2,6,100,0,100,0,1.166666666,10,81.16666667
10,52,2,6,100,0,100,0,1.166666666,10,81.16666667
10,53,2,6,100,0,100,0,1.166666666,10,81.16666667
10,54,2,5,100,0,100,0,1.4,10,81.4
10,55,2,6,100,0,100,0,1.166666666,10,81.16666667
10,56,2,6,100,0,100,0,1.166666666,10,81.16666667
10,57,2,6,100,0,100,0,1.166666666,10,81.16666667
10,58,2,6,100,0,100,0,1.166666666,10,81.16666667
10,59,2,5,100,0,100,0,1.4,10,81.4
10,60,2,6,100,0,100,0,1.166666666,10,81.16666667
10,61,2,6,100,0,100,0,1.166666666,10,81.16666667
10,62,2,6,100,0,100,0,1.166666666,10,81.16666667
10,63,2,6,100,0,100,0,1.166666666,10,81.16666667
10,64,2,5,100,0,100,0,1.4,10,81.4
10,65,2,6,100,0,100,0,1.166666666,10,81.16666667
10,66,2,6,100,0,100,0,1.166666666,10,81.16666667
10,67,2,6,100,0,100,0,1.166666666,10,81.16666667
10,68,2,6,100,0,100,0,1.166666666,10,81.16666667
10,69,2,5,100,0,100,0,1.4,10,81.4
10,70,2,6,100,0,100,0,1.166666666,10,81.16666667
10,71,2,5,100,0,100,0,1.4,10,81.4
10,72,2,5,100,0,100,0,1.4,10,81.4
10,73,2,5,100,0,100,0,1.4,10,81.4
10,74,2,4,100,0,100,0,1.75,10,81.75
10,75,2,5,100,0,100,0,1.4,10,81.4
10,76,2,5,100,0,100,0,1.4,10,81.4
10,77,2,5,100,0,100,0,1.4,10,81.4
10,78,2,5,100,0,100,0,1.4,10,81.4
10,79,2,4,100,0,100,0,1.75,10,81.75
10,80,2,5,100,0,100,0,1.4,10,81.4
10,81,2,5,100,0,100,0,1.4,10,81.4
10,82,2,5,100,0,100,0,1.4,10,81.4
10,83,2,5,100,0,100,0,1.4,10,81.4
10,84,2,4,100,0,100,0,1.75,10,81.75
10,85,2,5,100,0,100,0,1.4,10,81.4
10,86,2,5,100,0,100,0,1.4,10,81.4
10,87,2,5,100,0,100,0,1.4,10,81.4
10,88,2,5,100,0,100,0,1.4,10,81.4
10,89,2,4,100,0,100,0,1.75,10,81.75
10,90,2,5,100,0,100,0,1.4,10,81.4
10,91,2,5,100,0,100,0,1.4,10,81.4
10,92,2,5,100,0,100,0,1.4,10,81.4
10,93,2,5,100,0,100,0,1.4,10,81.4
10,94,2,4,100,0,100,0,1.75,10,81.75
10,95,2,5,100,0,100,0,1.4,10,81.4
10,96,2,4,100,0,100,0,1.75,10,81.75
10,97,2,4,100,0,100,0,1.75,10,81.75
10,98,2,4,100,0,100,0,1.75,10,81.75
10,99,2,3,100,0,100,0,2.333333333,10,82.33333333
10,100,2,4,100,0,100,0,1.75,10,81.75